age;gender;w2efftrst14;w2efftrst15;w2efftrst16;w2efftrst18;populism_sum;populism;w2eupan1;w2eupan2;w2eupan3;w2eupan4;w2eupan5;w2eupan6;w2eupan7;w2eupan8;w2eupan9;w2eupan10;nativism_sum;nativism;w5EUref1;w6EUref1;w7EUref1;w10EUref1
33;0;5;4;4;5;18;4,5;1;1;2;1;2;1;1;1;1;1;12;1,2;1;2;2;2
73;0;;;;;;;;;;;;;;;;;;;3;3;3;3
68;1;5;4;5;5;19;4,75;2;2;4;3;5;1;5;2;1;1;26;2,6;1;;;
50;1;;;;;;;;;;;;;;;;;;;1;;;
58;0;;;;;;;;;;;;;;;;;;;3;3;3;3
32;1;4;3;4;4;15;3,75;3;3;3;3;3;3;3;2;3;2;28;2,8;;;;
58;0;;;;;;;;;;;;;;;;;;;;;;
66;0;4;3;4;4;15;3,75;2;2;1;2;4;1;3;2;3;1;21;2,1;1;1;1;1
54;1;5;3;4;4;16;4;3;4;5;5;5;4;5;4;3;5;43;4,3;3;3;3;3
80;0;;;;;;;;;;;;;;;;;;;1;1;1;
79;1;3;3;3;4;13;3,25;3;4;4;4;4;4;3;4;4;2;36;3,6;3;3;3;3
68;1;2;2;2;2;8;2;5;5;5;4;5;4;4;3;4;2;41;4,1;2;1;1;1
57;0;;;;;;;;;;;;;;;;;;;;;;
49;1;4;4;3;3;14;3,5;2;3;4;2;4;2;4;3;2;2;28;2,8;;;;
42;1;3;3;2;3;11;2,75;4;3;3;4;2;4;2;4;4;4;34;3,4;;;;
35;1;4;4;2;4;14;3,5;4;1;2;2;4;1;2;1;2;1;20;2;;;;
68;0;1;2;2;5;10;2,5;5;2;4;2;4;4;4;5;4;2;36;3,6;1;1;1;1
81;0;2;4;4;4;14;3,5;4;2;3;2;4;2;2;2;3;2;26;2,6;;;;
80;0;4;5;5;5;19;4,75;5;5;5;4;5;5;5;5;5;2;46;4,6;3;3;3;3
71;0;2;2;2;4;10;2,5;4;2;2;2;2;2;2;4;2;2;24;2,4;;;;
72;0;2;2;2;3;9;2,25;2;1;2;2;3;3;2;2;3;1;21;2,1;;;;
64;1;2;3;3;3;11;2,75;2;2;2;4;4;1;3;2;2;2;24;2,4;1;2;2;
67;1;4;5;4;4;17;4,25;3;3;3;3;3;2;3;2;3;2;27;2,7;1;1;1;
62;0;5;3;4;4;16;4;1;2;1;2;2;1;2;1;4;1;17;1,7;1;;;
43;1;4;3;4;4;15;3,75;4;3;4;2;2;2;2;3;5;2;29;2,9;;;;
76;0;;;;;;;;;;;;;;;;;;;1;1;1;1
57;0;;;;;;;;;;;;;;;;;;;1;1;1;3
69;0;4;2;5;5;16;4;5;2;4;3;5;4;2;5;4;1;35;3,5;;;;
53;0;4;4;4;4;16;4;4;2;2;3;3;2;3;2;4;2;27;2,7;1;1;;1
45;0;5;5;5;5;20;5;5;5;5;5;5;4;5;5;5;5;49;4,9;3;3;3;
34;1;;;;;;;;;;;;;;;;;;;;;;
57;0;;;;;;;;;;;;;;;;;;;3;3;3;
57;0;3;2;3;2;10;2,5;1;4;3;3;5;1;2;3;3;4;29;2,9;;;;
31;1;4;3;5;4;16;4;1;2;1;4;5;1;3;1;2;1;21;2,1;;;;
39;0;;;;;;;;;;;;;;;;;;;1;2;2;2
62;1;;;;;;;;;;;;;;;;;;;2;3;2;
54;1;4;5;4;4;17;4,25;4;4;4;5;5;2;5;2;5;1;37;3,7;;;;
43;1;;;;;;;;;;;;;;;;;;;;;;
56;1;4;1;3;4;12;3;5;5;5;5;5;4;4;5;5;3;46;4,6;;;;
59;1;4;5;4;4;17;4,25;1;5;1;5;5;3;1;5;4;5;35;3,5;3;3;;
54;0;;;;;;;;;;;;;;;;;;;3;3;3;3
62;0;;;;;;;;;;;;;;;;;;;2;2;2;2
59;0;;;;;;;;;;;;;;;;;;;;;;
50;1;3;3;3;3;12;3;3;3;3;3;3;3;3;3;3;3;30;3;3;3;3;3
78;0;2;4;4;5;15;3,75;1;1;2;2;4;1;2;1;4;1;19;1,9;1;;;
50;1;4;2;4;3;13;3,25;2;2;2;3;3;2;3;2;3;2;24;2,4;;;;
55;1;3;2;3;4;12;3;3;3;3;3;3;3;3;3;3;3;30;3;;;;
68;1;3;3;3;4;13;3,25;3;2;4;4;2;2;2;3;2;2;26;2,6;;;;
47;0;3;4;3;3;13;3,25;3;1;2;2;3;1;2;2;3;1;20;2;1;1;1;1
53;1;4;4;4;5;17;4,25;5;3;5;5;5;2;5;1;3;1;35;3,5;3;3;3;3
68;0;4;4;4;5;17;4,25;4;3;4;4;5;4;4;4;4;2;38;3,8;1;1;1;1
55;0;4;3;4;4;15;3,75;1;1;1;2;2;1;1;1;1;1;12;1,2;1;1;1;1
62;1;2;3;3;4;12;3;4;3;2;3;5;3;4;2;3;2;31;3,1;;;;
34;0;;;;;;;;;;;;;;;;;;;1;1;;
57;0;;;;;;;;;;;;;;;;;;;;;;
46;1;5;3;4;4;16;4;2;2;2;2;4;1;2;2;2;2;21;2,1;;;;
37;1;;;;;;;;;;;;;;;;;;;1;;;
58;1;2;2;4;4;12;3;4;2;5;5;4;3;4;3;4;2;36;3,6;3;3;3;3
52;0;4;3;5;3;15;3,75;3;3;3;4;2;1;3;3;3;3;28;2,8;1;;;
63;0;;;;;;;;;;;;;;;;;;;3;3;3;3
56;0;3;4;4;4;15;3,75;3;4;4;3;4;2;4;4;2;2;32;3,2;3;3;3;3
25;1;;;;;;;;;;;;;;;;;;;1;1;3;1
58;1;2;4;4;4;14;3,5;2;2;4;4;4;2;4;2;4;2;30;3;3;;;
71;0;4;3;4;4;15;3,75;4;3;4;3;5;2;3;2;4;2;32;3,2;3;3;3;3
44;0;;;;;;;;;;;;;;;;;;;1;1;1;1
37;1;;;;;;;;;;;;;;;;;;;1;1;1;1
36;1;;;;;;;;;;;;;;;;;;;2;3;2;3
57;1;;;;;;;;;;;;;;;;;;;3;3;3;3
44;0;3;4;3;5;15;3,75;4;4;5;4;5;3;4;4;4;3;40;4;3;3;2;
53;0;4;4;2;4;14;3,5;1;2;2;2;5;1;3;1;5;1;23;2,3;1;1;1;
63;1;;;;;;;;;;;;;;;;;;;2;2;2;2
39;0;;;;;;;;;;;;;;;;;;;;;;
38;0;3;3;2;4;12;3;2;4;3;1;4;4;5;3;4;1;31;3,1;;;;
53;0;;;;;;;;;;;;;;;;;;;;;;
51;1;3;2;2;4;11;2,75;2;3;3;2;4;2;4;3;2;2;27;2,7;3;2;3;
38;1;4;2;2;4;12;3;1;1;1;3;5;2;2;1;2;1;19;1,9;;;;
34;1;;;;;;;;;;;;;;;;;;;2;1;2;2
57;1;;;;;;;;;;;;;;;;;;;3;;;
66;1;;;;;;;;;;;;;;;;;;;1;1;1;1
70;0;4;4;4;4;16;4;4;4;5;4;4;5;5;5;5;5;46;4,6;3;3;3;
54;1;4;4;4;4;16;4;2;4;4;5;5;3;4;4;4;4;39;3,9;3;3;3;
70;1;4;4;4;4;16;4;3;2;5;2;5;2;4;3;4;1;31;3,1;;;;
74;0;;;;;;;;;;;;;;;;;;;3;3;;3
74;1;1;2;3;4;10;2,5;5;2;4;2;2;4;2;3;3;1;28;2,8;1;1;1;1
69;0;2;4;4;4;14;3,5;2;3;3;3;4;2;4;3;3;2;29;2,9;3;3;3;
67;1;3;2;3;4;12;3;5;2;3;2;5;4;2;3;5;1;32;3,2;3;3;3;3
60;0;;;;;;;;;;;;;;;;;;;3;3;3;3
63;0;;;;;;;;;;;;;;;;;;;1;1;1;1
42;0;4;4;4;4;16;4;1;2;2;3;3;1;2;2;1;1;18;1,8;;;;
50;0;;;;;;;;;;;;;;;;;;;;;;
34;0;;;;;;;;;;;;;;;;;;;3;3;3;3
85;0;;;;;;;;;;;;;;;;;;;3;3;3;3
41;0;;;;;;;;;;;;;;;;;;;1;;;
69;1;4;2;4;4;14;3,5;2;2;2;2;3;2;2;1;2;2;20;2;1;1;1;1
30;0;;;;;;;;;;;;;;;;;;;1;1;1;1
36;1;;;;;;;;;;;;;;;;;;;;;;
41;0;;;;;;;;;;;;;;;;;;;1;1;1;1
35;0;;;;;;;;;;;;;;;;;;;3;;;
53;0;;;;;;;;;;;;;;;;;;;3;3;3;3
61;0;;;;;;;;;;;;;;;;;;;1;3;1;1
62;0;;;;;;;;;;;;;;;;;;;3;3;3;
45;0;4;4;4;4;16;4;5;3;2;3;4;3;4;2;4;2;32;3,2;1;1;1;1
59;1;3;3;3;3;12;3;3;3;3;3;3;3;3;3;3;3;30;3;2;2;;2
27;1;3;3;3;4;13;3,25;2;2;3;3;3;2;3;2;2;1;23;2,3;;;;
69;1;4;4;4;5;17;4,25;5;3;5;3;5;4;5;5;4;2;41;4,1;3;3;3;3
56;1;;;;;;;;;;;;;;;;;;;3;3;3;2
65;0;4;4;4;4;16;4;3;2;2;2;3;2;2;2;2;3;23;2,3;;;;
55;0;;;;;;;;;;;;;;;;;;;1;1;1;
64;0;;;;;;;;;;;;;;;;;;;1;1;1;1
70;1;5;5;5;5;20;5;4;5;5;5;5;5;5;5;4;4;47;4,7;3;3;3;3
38;1;4;4;3;2;13;3,25;4;3;4;4;4;2;4;3;3;3;34;3,4;;;;
77;0;4;4;4;5;17;4,25;5;4;5;5;5;5;5;5;5;5;49;4,9;;;;
58;1;5;5;5;5;20;5;5;2;5;5;5;5;5;5;5;1;43;4,3;3;;;
70;1;4;5;5;5;19;4,75;3;2;2;2;3;2;3;1;2;2;22;2,2;1;;;
56;0;2;4;4;4;14;3,5;2;1;4;4;4;1;2;1;3;1;23;2,3;;;;
67;1;;;;;;;;;;;;;;;;;;;3;3;3;3
49;0;;;;;;;;;;;;;;;;;;;;;;
42;0;;;;;;;;;;;;;;;;;;;1;1;1;
66;0;5;5;5;5;20;5;5;1;2;2;4;1;2;1;2;1;21;2,1;1;1;1;1
44;0;5;3;4;4;16;4;4;3;4;3;3;5;3;3;5;4;37;3,7;;;;
63;1;3;3;3;3;12;3;4;4;5;5;5;3;5;5;1;4;41;4,1;;;;
65;0;;;;;;;;;;;;;;;;;;;3;3;3;3
36;1;3;4;4;3;14;3,5;2;2;4;4;4;2;4;2;3;2;29;2,9;;;;
35;0;;;;;;;;;;;;;;;;;;;;;;
49;0;;;;;;;;;;;;;;;;;;;3;3;3;
42;1;5;4;4;1;14;3,5;3;3;3;3;3;3;3;3;3;3;30;3;;;;
58;1;;;;;;;;;;;;;;;;;;;2;2;2;3
32;1;;;;;;;;;;;;;;;;;;;1;;;
55;1;;;;;;;;;;;;;;;;;;;3;3;3;3
47;1;;;;;;;;;;;;;;;;;;;3;3;3;2
44;1;;;;;;;;;;;;;;;;;;;;;;
55;0;;;;;;;;;;;;;;;;;;;;;;
46;1;5;5;4;4;18;4,5;3;4;5;4;5;3;5;2;4;1;36;3,6;;;;
67;1;;;;;;;;;;;;;;;;;;;3;3;3;
50;0;;;;;;;;;;;;;;;;;;;2;;;
62;1;3;3;3;5;14;3,5;4;1;4;3;5;3;4;1;5;1;31;3,1;2;2;2;2
79;0;2;3;3;4;12;3;3;4;4;3;4;3;4;3;3;3;34;3,4;1;1;1;
67;1;2;4;4;4;14;3,5;5;4;4;4;4;2;4;4;4;4;39;3,9;3;3;3;3
74;0;;;;;;;;;;;;;;;;;;;1;1;1;1
68;1;5;5;5;5;20;5;3;2;4;4;5;4;4;3;5;2;36;3,6;3;3;3;3
37;1;2;2;2;4;10;2,5;2;3;2;3;4;2;3;3;3;3;28;2,8;2;;;
65;0;2;2;2;2;8;2;4;4;5;4;5;2;4;4;4;4;40;4;;;;
69;0;;;;;;;;;;;;;;;;;;;1;1;2;1
31;1;2;3;3;5;13;3,25;2;2;2;3;3;2;3;3;3;2;25;2,5;1;1;1;1
73;1;4;5;4;5;18;4,5;5;3;3;3;5;4;4;3;3;2;35;3,5;;;;
28;1;;;;;;;;;;;;;;;;;;;1;1;1;1
35;1;5;5;5;4;19;4,75;2;2;5;1;5;3;3;3;4;2;30;3;3;3;3;3
69;0;3;3;5;5;16;4;5;2;5;3;5;2;4;2;5;1;34;3,4;1;2;1;
38;0;5;5;4;5;19;4,75;4;4;4;2;5;3;5;4;4;2;37;3,7;;;;
35;0;;;;;;;;;;;;;;;;;;;1;1;1;1
41;0;4;3;4;3;14;3,5;3;3;3;2;2;3;3;2;2;4;27;2,7;;;;
55;0;5;5;4;4;18;4,5;5;5;5;5;5;5;5;5;5;5;50;5;3;;;
31;0;5;5;5;5;20;5;3;2;4;5;5;3;5;3;1;1;32;3,2;;;;
58;0;;;;;;;;;;;;;;;;;;;;;;
50;1;5;2;3;5;15;3,75;1;1;3;1;1;1;1;1;1;5;16;1,6;1;1;3;
61;1;;;;;;;;;;;;;;;;;;;1;1;1;1
25;1;;;;;;;;;;;;;;;;;;;;;;
60;0;;;;;;;;;;;;;;;;;;;3;;;
54;1;3;3;4;4;14;3,5;3;3;4;4;4;3;3;3;3;2;32;3,2;2;2;2;2
69;0;;;;;;;;;;;;;;;;;;;3;3;3;3
76;1;2;2;3;4;11;2,75;5;5;5;3;5;4;5;4;1;4;41;4,1;3;3;3;3
72;1;3;3;3;4;13;3,25;3;2;5;3;4;3;3;3;3;3;32;3,2;;;;
63;0;3;4;4;2;13;3,25;1;2;5;5;5;2;5;4;2;1;32;3,2;;;;
27;0;;;;;;;;;;;;;;;;;;;1;1;1;1
28;1;;;;;;;;;;;;;;;;;;;1;1;1;1
47;1;;;;;;;;;;;;;;;;;;;3;3;3;3
57;0;;;;;;;;;;;;;;;;;;;1;1;1;
37;1;3;5;4;4;16;4;5;4;5;5;5;4;5;2;3;1;39;3,9;;;;
51;1;2;4;3;4;13;3,25;4;4;4;4;5;2;4;3;4;1;35;3,5;;;;
60;0;;;;;;;;;;;;;;;;;;;1;;;
50;1;2;4;4;4;14;3,5;3;3;3;3;3;3;3;3;3;3;30;3;1;1;3;2
68;0;3;2;3;4;12;3;4;4;5;3;4;4;3;4;3;3;37;3,7;1;;;
40;1;;;;;;;;;;;;;;;;;;;3;3;3;3
53;1;;;;;;;;;;;;;;;;;;;3;1;1;1
40;1;;;;;;;;;;;;;;;;;;;2;2;2;2
49;0;3;3;3;4;13;3,25;3;4;3;4;5;3;4;3;1;3;33;3,3;;;;
41;1;5;5;5;5;20;5;1;1;1;2;3;1;2;1;1;1;14;1,4;1;1;1;
37;0;5;4;5;5;19;4,75;1;1;1;2;2;1;1;1;1;1;12;1,2;1;1;1;1
30;1;4;4;4;5;17;4,25;1;1;1;2;3;1;2;1;1;1;14;1,4;;;;
47;1;4;4;4;4;16;4;1;2;2;5;5;1;5;1;4;1;27;2,7;2;1;1;2
54;0;5;2;4;5;16;4;2;2;2;2;3;2;2;1;1;2;19;1,9;1;1;1;1
58;0;5;4;4;1;14;3,5;5;5;5;5;5;3;5;2;3;2;40;4;1;;;
70;0;2;2;3;4;11;2,75;5;4;4;2;5;3;4;2;4;2;35;3,5;1;1;1;1
25;0;;;;;;;;;;;;;;;;;;;1;1;3;1
47;1;4;4;3;3;14;3,5;2;3;5;4;5;1;5;2;3;2;32;3,2;;;;
70;0;2;2;3;3;10;2,5;4;2;2;4;5;3;2;2;3;4;31;3,1;1;1;1;1
36;0;3;3;3;4;13;3,25;3;3;3;3;3;3;3;3;3;3;30;3;3;1;2;
59;0;2;3;3;5;13;3,25;5;4;4;4;5;2;2;4;4;2;36;3,6;;;;
33;0;;;;;;;;;;;;;;;;;;;1;1;1;1
68;0;;;;;;;;;;;;;;;;;;;1;1;1;1
67;1;;;;;;;;;;;;;;;;;;;;;;
25;1;;;;;;;;;;;;;;;;;;;1;1;1;1
48;0;3;3;3;3;12;3;3;4;5;5;5;4;3;3;5;3;40;4;3;2;3;
58;1;;;;;;;;;;;;;;;;;;;3;;;
56;0;3;4;2;4;13;3,25;2;2;4;2;5;1;2;2;3;2;25;2,5;2;1;3;3
50;1;3;2;3;4;12;3;4;5;5;3;5;5;5;4;5;5;46;4,6;;;;
39;1;;;;;;;;;;;;;;;;;;;;;;
56;1;;;;;;;;;;;;;;;;;;;3;;;
41;1;3;3;3;3;12;3;4;3;3;4;4;3;3;4;3;4;35;3,5;;;;
61;0;2;5;4;5;16;4;1;2;1;3;3;1;2;1;1;1;16;1,6;;;;
28;1;;;;;;;;;;;;;;;;;;;1;1;1;2
54;0;4;3;4;5;16;4;5;4;3;3;4;4;4;5;4;4;40;4;3;3;3;3
37;1;;;;;;;;;;;;;;;;;;;;;;
75;0;3;3;3;3;12;3;3;3;3;3;3;3;3;3;3;3;30;3;;;;
66;0;3;3;4;4;14;3,5;3;2;3;2;3;2;3;2;2;2;24;2,4;2;2;2;1
60;1;;;;;;;;;;;;;;;;;;;1;1;1;1
52;1;4;2;2;4;12;3;4;4;4;3;5;4;4;2;4;3;37;3,7;1;1;1;1
27;0;4;4;4;5;17;4,25;2;1;1;4;4;1;2;2;1;1;19;1,9;1;;;
47;1;2;4;3;4;13;3,25;2;1;1;1;1;1;1;1;1;1;11;1,1;1;1;1;
48;1;4;4;4;5;17;4,25;2;3;5;3;5;4;4;4;4;2;36;3,6;3;3;3;
51;1;3;2;3;4;12;3;2;4;2;4;4;2;4;2;2;4;30;3;3;3;3;3
68;0;5;5;4;5;19;4,75;1;3;5;5;5;1;5;3;3;1;32;3,2;;;;
58;1;4;4;4;4;16;4;2;2;2;3;3;1;2;2;2;2;21;2,1;;;;
72;1;;;;;;;;;;;;;;;;;;;1;1;1;1
52;0;;;;;;;;;;;;;;;;;;;;;;
28;0;;;;;;;;;;;;;;;;;;;;;;
28;1;4;4;3;4;15;3,75;2;2;3;2;4;2;2;1;2;2;22;2,2;1;1;1;1
29;1;2;2;2;4;10;2,5;4;2;4;2;2;4;2;4;3;4;31;3,1;3;2;2;2
34;0;;;;;;;;;;;;;;;;;;;2;2;2;2
75;0;1;4;3;3;11;2,75;5;3;4;3;5;4;4;4;4;3;39;3,9;1;1;1;1
45;1;4;4;4;4;16;4;2;4;4;3;5;2;3;2;2;3;30;3;;;;
50;1;3;2;4;4;13;3,25;2;1;2;2;3;1;2;1;2;1;17;1,7;1;;;
67;1;;;;;;;;;;;;;;;;;;;3;3;3;3
55;1;2;3;4;4;13;3,25;1;2;2;3;4;1;3;3;2;1;22;2,2;1;1;1;
34;1;;;;;;;;;;;;;;;;;;;1;;;
45;1;;;;;;;;;;;;;;;;;;;1;;;
54;1;;;;;;;;;;;;;;;;;;;2;2;2;2
25;1;;;;;;;;;;;;;;;;;;;1;1;1;1
73;1;4;3;3;4;14;3,5;4;5;5;5;5;3;4;5;4;3;43;4,3;1;2;1;1
44;0;;;;;;;;;;;;;;;;;;;;;;
58;0;;;;;;;;;;;;;;;;;;;3;3;3;3
31;1;3;3;4;2;12;3;4;4;5;3;4;4;3;2;4;2;35;3,5;;;;
42;0;;;;;;;;;;;;;;;;;;;3;3;3;3
49;1;;;;;;;;;;;;;;;;;;;2;2;2;2
36;0;;;;;;;;;;;;;;;;;;;1;1;1;
55;0;3;3;3;5;14;3,5;4;3;4;3;3;3;4;3;5;3;35;3,5;;;;
63;0;4;4;4;4;16;4;2;2;1;4;4;1;2;1;1;1;19;1,9;;;;
51;1;;;;;;;;;;;;;;;;;;;3;3;3;3
64;0;;;;;;;;;;;;;;;;;;;3;;;
63;0;2;3;4;4;13;3,25;5;5;5;5;5;5;5;5;5;5;50;5;1;;;
46;0;;;;;;;;;;;;;;;;;;;1;1;1;
44;0;;;;;;;;;;;;;;;;;;;2;2;2;
37;1;;;;;;;;;;;;;;;;;;;1;;;
45;1;;;;;;;;;;;;;;;;;;;2;2;2;2
50;1;2;4;2;4;12;3;4;4;5;3;5;1;4;4;5;2;37;3,7;;;;
41;0;;;;;;;;;;;;;;;;;;;3;3;3;
47;0;;;;;;;;;;;;;;;;;;;;;;
47;0;;;;;;;;;;;;;;;;;;;;;;
70;0;;;;;;;;;;;;;;;;;;;1;3;3;3
27;1;3;3;3;3;12;3;3;3;3;3;3;3;3;3;3;3;30;3;2;2;2;3
47;0;5;4;4;5;18;4,5;4;2;3;3;3;2;3;3;3;1;27;2,7;3;3;2;
65;1;;;;;;;;;;;;;;;;;;;2;;;
49;0;;;;;;;;;;;;;;;;;;;3;3;3;3
49;1;3;4;2;4;13;3,25;2;3;2;3;4;1;4;2;3;1;25;2,5;3;3;3;3
67;1;;;;;;;;;;;;;;;;;;;1;1;1;
66;0;;;;;;;;;;;;;;;;;;;1;1;1;1
65;0;3;4;4;4;15;3,75;2;1;1;1;3;1;1;1;1;1;13;1,3;1;1;1;1
67;1;4;5;5;5;19;4,75;3;4;3;3;5;3;4;3;1;1;30;3;1;1;1;
30;1;4;5;3;5;17;4,25;1;1;1;1;1;1;1;1;3;1;12;1,2;1;1;1;1
33;0;4;3;4;4;15;3,75;4;5;5;5;5;4;4;5;3;4;44;4,4;3;3;3;3
71;0;;;;;;;;;;;;;;;;;;;1;1;1;
52;0;3;3;3;2;11;2,75;3;4;2;2;3;3;2;2;3;3;27;2,7;2;2;2;
64;1;;;;;;;;;;;;;;;;;;;3;3;3;3
63;0;4;5;5;5;19;4,75;3;5;5;5;5;3;5;5;3;3;42;4,2;3;3;3;3
44;1;2;3;3;4;12;3;2;2;4;3;4;2;4;3;4;2;30;3;;;;
30;1;;;;;;;;;;;;;;;;;;;2;;;
45;0;;;;;;;;;;;;;;;;;;;2;1;1;1
32;0;;;;;;;;;;;;;;;;;;;3;3;;
39;0;;;;;;;;;;;;;;;;;;;1;1;1;
68;1;4;3;3;4;14;3,5;3;2;4;3;5;3;3;3;4;1;31;3,1;2;2;3;
36;1;3;3;3;3;12;3;3;3;3;3;3;3;3;3;3;3;30;3;;;;
27;1;4;5;5;4;18;4,5;4;2;2;3;4;2;2;1;2;1;23;2,3;;;;
53;1;;;;;;;;;;;;;;;;;;;1;1;1;1
69;1;3;4;4;4;15;3,75;3;3;4;3;5;3;3;4;4;3;35;3,5;2;2;3;
69;0;;;;;;;;;;;;;;;;;;;3;3;3;3
39;0;3;3;3;3;12;3;3;3;3;3;3;3;3;3;3;3;30;3;2;2;2;
50;1;4;4;3;4;15;3,75;2;2;1;2;4;2;3;2;3;1;22;2,2;;;;
55;0;4;4;5;5;18;4,5;3;2;2;3;3;3;3;3;5;1;28;2,8;3;;;
54;1;2;2;2;4;10;2,5;5;5;5;5;5;3;5;5;3;3;44;4,4;3;2;3;
48;1;4;3;3;5;15;3,75;1;1;2;2;4;1;3;2;1;3;20;2;;;;
34;1;;;;;;;;;;;;;;;;;;;3;3;;3
35;1;;;;;;;;;;;;;;;;;;;1;;;
58;0;;;;;;;;;;;;;;;;;;;3;3;3;3
32;1;3;4;5;5;17;4,25;1;1;1;2;2;1;2;1;1;1;13;1,3;;;;
70;1;4;4;4;5;17;4,25;4;4;4;4;5;4;4;4;3;4;40;4;3;;;
49;1;;;;;;;;;;;;;;;;;;;1;3;3;3
34;1;;;;;;;;;;;;;;;;;;;2;2;2;2
57;0;3;5;5;5;18;4,5;2;3;5;4;5;3;5;5;4;2;38;3,8;3;;;
45;1;;;;;;;;;;;;;;;;;;;3;3;3;3
44;0;;;;;;;;;;;;;;;;;;;3;3;;3
65;1;2;2;4;3;11;2,75;2;2;3;2;5;2;2;2;2;3;25;2,5;1;1;1;1
56;0;;;;;;;;;;;;;;;;;;;3;3;3;
49;0;;;;;;;;;;;;;;;;;;;1;1;1;
40;1;3;4;4;3;14;3,5;5;2;4;3;5;4;3;3;3;2;34;3,4;;;;
33;1;;;;;;;;;;;;;;;;;;;1;1;1;1
34;1;5;5;5;1;16;4;5;5;5;5;5;3;5;5;5;5;48;4,8;1;1;2;1
59;0;4;3;5;3;15;3,75;3;1;3;1;5;5;3;2;3;1;27;2,7;1;1;1;1
60;1;;;;;;;;;;;;;;;;;;;1;1;1;
29;1;5;3;5;5;18;4,5;5;5;5;5;5;5;5;5;5;5;50;5;;;;
32;0;;;;;;;;;;;;;;;;;;;1;3;1;3
58;1;;;;;;;;;;;;;;;;;;;1;1;1;
36;1;5;5;5;5;20;5;1;1;2;1;3;1;2;1;2;1;15;1,5;2;2;2;2
30;1;3;3;3;4;13;3,25;1;2;2;3;3;1;3;1;2;1;19;1,9;;;;
72;0;4;4;4;4;16;4;2;4;4;4;4;2;3;4;3;3;33;3,3;1;3;1;1
54;1;3;3;3;3;12;3;3;3;4;4;4;2;4;2;4;2;32;3,2;;;;
77;1;5;5;5;5;20;5;4;4;5;2;4;2;4;4;4;2;35;3,5;3;3;3;3
29;0;4;4;2;4;14;3,5;1;1;1;2;4;1;2;1;3;1;17;1,7;;;;
70;1;;;;;;;;;;;;;;;;;;;1;;;
42;1;;;;;;;;;;;;;;;;;;;;;;
40;1;3;3;4;4;14;3,5;1;2;2;2;2;1;2;1;2;1;16;1,6;3;3;3;3
57;1;2;3;3;3;11;2,75;3;3;3;3;4;3;3;3;3;2;30;3;3;2;3;3
31;1;;;;;;;;;;;;;;;;;;;3;3;1;3
53;0;;;;;;;;;;;;;;;;;;;1;1;1;1
39;0;2;4;2;3;11;2,75;4;2;5;5;5;2;4;1;2;3;33;3,3;3;3;2;3
55;1;3;2;2;4;11;2,75;2;2;2;3;4;1;3;2;1;1;21;2,1;1;1;1;
63;1;;;;;;;;;;;;;;;;;;;1;1;1;1
49;0;;;;;;;;;;;;;;;;;;;2;2;2;
53;1;4;4;3;4;15;3,75;2;3;4;4;4;3;3;3;5;3;34;3,4;3;3;3;3
62;1;;;;;;;;;;;;;;;;;;;2;1;1;1
54;0;;;;;;;;;;;;;;;;;;;1;2;1;1
43;1;4;4;4;5;17;4,25;4;2;3;3;4;1;4;1;1;1;24;2,4;;;;
57;0;;;;;;;;;;;;;;;;;;;2;1;1;
51;0;;;;;;;;;;;;;;;;;;;1;1;1;1
30;0;2;3;3;4;12;3;1;2;3;2;3;1;2;1;1;1;17;1,7;1;1;1;1
41;1;;;;;;;;;;;;;;;;;;;2;2;2;2
65;0;;;;;;;;;;;;;;;;;;;1;1;1;1
65;0;;;;;;;;;;;;;;;;;;;1;1;1;1
71;1;;;;;;;;;;;;;;;;;;;3;3;3;
71;1;3;4;3;3;13;3,25;5;5;5;5;5;5;5;5;4;4;48;4,8;;;;
37;0;;;;;;;;;;;;;;;;;;;3;3;3;3
36;1;;;;;;;;;;;;;;;;;;;;;;
59;1;5;5;5;5;20;5;4;5;5;5;5;3;5;5;5;3;45;4,5;3;3;3;3
32;0;;;;;;;;;;;;;;;;;;;;;;
33;1;;;;;;;;;;;;;;;;;;;2;2;1;1
28;1;3;4;4;2;13;3,25;2;1;1;2;4;3;1;2;4;3;23;2,3;1;1;1;1
37;0;;;;;;;;;;;;;;;;;;;1;1;1;1
35;0;2;4;5;4;15;3,75;5;4;2;3;5;2;4;1;4;3;33;3,3;1;1;1;1
32;1;2;2;2;4;10;2,5;3;2;5;1;5;4;5;3;5;1;34;3,4;2;2;2;2
29;1;3;2;4;5;14;3,5;2;1;1;3;3;1;2;1;2;1;17;1,7;;;;
31;1;;;;;;;;;;;;;;;;;;;;;;
48;1;;;;;;;;;;;;;;;;;;;;;;
53;0;;;;;;;;;;;;;;;;;;;3;2;2;2
52;0;5;5;5;5;20;5;5;1;1;1;3;1;1;1;1;1;16;1,6;;;;
45;1;;;;;;;;;;;;;;;;;;;1;3;3;2
47;0;;;;;;;;;;;;;;;;;;;1;;;
45;1;;;;;;;;;;;;;;;;;;;3;3;3;3
41;0;;;;;;;;;;;;;;;;;;;3;;;
30;0;4;4;4;5;17;4,25;1;2;1;3;3;1;3;1;2;1;18;1,8;1;;;
56;0;;;;;;;;;;;;;;;;;;;1;1;1;1
82;0;3;3;4;5;15;3,75;5;3;4;4;4;3;3;4;3;4;37;3,7;3;;;
62;0;4;5;5;5;19;4,75;1;2;2;2;4;1;2;1;2;1;18;1,8;1;1;1;1
